year,mileage,tax,mpg,engineSize,price
2019,1500,145,38.2,2,36500
2019,1000,145,48.7,2,31000
2019,2000,145,50.4,2,33500
2019,6000,145,50.4,2,32000
2019,100,145,52.3,1.6,25750
2019,2214,145,51.4,1.6,24500
2019,100,145,38.2,2,28750
2019,6000,145,38.7,2,31000
2016,38197,200,47.1,2,20500
2017,11906,145,47.9,1.4,22003
2019,6109,145,41.5,1.5,22752
2019,6934,145,47.9,1,19000
2019,100,145,24.1,5.2,125000
2019,2000,145,38.2,2,36500
2017,17920,145,67.3,2,20500
2018,3000,145,50.4,3,39500
2018,4000,145,38.2,3,39500
2019,6750,150,34.9,2,30000
2015,37634,0,67.3,1,10850
2014,44488,150,53.3,2,12750
2019,1000,145,32.8,5.2,135000
2018,7800,145,68.9,2,23000
2019,945,145,33.6,3,56000
2019,5900,145,50.4,3,48000
2020,384,150,50.4,2,32910
2019,5745,150,33.6,3,41718
2015,34468,0,74.3,1.6,11495
2018,8000,145,67.3,2,26000
2018,7500,145,50.4,2,26000
2019,5800,145,30.7,4,89750
2019,4000,145,47.9,2,35000
2020,859,150,48.7,2,30990
2017,26722,150,58.9,1.4,16989
2019,13479,145,48.7,2,26875
2019,4040,145,49.6,1.6,20974
2019,3885,145,49.6,1.6,21336
2019,14563,145,45.6,2,30870
2019,5724,145,48.7,2,30950
2018,1000,145,50.4,3,39500
2018,3000,145,50.4,2,27000
2018,3000,145,38.2,2,33500
2016,10618,0,67.3,1,12250
2016,16004,30,57.6,1.4,13250
2015,41733,330,29.4,4,41750
2017,15992,145,58.9,2,20490
2015,28527,20,68.9,1.6,11995
2016,24523,20,70.6,1.6,15380
2018,14267,145,56.5,2,23490
2017,25129,145,64.2,2,19801
2017,18434,125,52.3,1.4,19701
2019,5700,150,42.2,1.5,22001
2016,25848,145,55.4,2,17801
2017,25079,150,67.3,2,19401
2019,3362,145,30.7,2,37201
2016,34893,235,42.8,3,25495
2017,19701,20,65.7,2,16695
2018,8215,145,47.9,1.6,19995
2017,24408,150,60.1,1.4,17495
2013,62331,125,52.3,1.4,7783
2017,12541,145,67.3,1,11990
2016,20826,30,57.6,1.4,11491
2017,49000,30,64.2,2,15441
2014,49030,30,64.2,2,10345
2015,29987,260,36.2,2,18995
2013,30152,30,54.3,1.4,13170
2017,31011,145,57.6,1.4,12802
2016,40120,150,52.3,2,16800
2016,47026,200,47.1,2,19995
2015,49166,125,60.1,2,13390
2017,29795,145,70.6,2,21930
2018,10204,145,42.2,1.5,19647
2016,48887,20,70.6,1.6,9491
2019,8000,150,34.9,2,28500
2015,32288,30,64.2,2,17000
2019,10,145,40.4,2,28991
2019,5998,145,47.9,1.6,21691
2019,2250,145,47.9,2,32991
2019,4500,145,47.9,2,32991
2016,65379,30,61.4,2,16500
2016,27385,260,35.8,3,21998
2013,30256,200,47.9,2,13798
2019,3000,145,50.4,2,30991
2016,30270,30,56.5,1.4,18492
2016,45338,145,51.4,1.4,12992
2017,27148,150,47.9,3,32991
2019,2847,150,35.3,2,36991
2019,3342,150,40.9,1.5,25491
2016,39154,20,60.1,1.4,12698
2014,25256,30,64.2,2,14998
2016,52427,235,42.2,3,27498
2018,18714,145,62.8,2,27992
2018,6541,145,65.7,2,23991
2018,12956,145,53.3,1.4,21991
2019,1850,145,47.9,2,29991
2017,56876,145,42.8,2,18349
2017,15361,145,56.5,1.5,19669
2017,39382,150,48.7,2,16998
2014,51529,30,62.8,2,11798
2018,6625,150,67.3,1,13498
2019,17,145,47.9,2,24998
2019,1800,145,47.9,1,20998
2019,2000,145,32.1,2,40991
2019,5447,145,47.1,2,28691
2019,3590,145,49.6,1.6,19991
2019,14537,145,41.5,1.5,22992
2019,5391,145,32.8,3,46992
2015,31554,235,38.7,2,16995
2015,35670,125,58.9,2,13995
2015,47355,125,57.6,2,15495
2017,90778,150,52.3,2,16499
2017,24337,150,55.4,3,22999
2016,55561,125,48.7,2,15491
2015,46062,125,50.4,1.4,12999
2015,40889,260,35.8,3,17895
2015,27209,0,67.3,1,10420
2014,65374,200,47.9,2,14790
2013,27700,145,53.3,2,12781
2018,12088,145,34,3,37504
2019,2714,145,42.8,2,25491
2019,10,145,44.8,1.5,20992
2013,52249,30,57.6,1.4,12291
2017,13766,145,47.9,1.4,18691
2017,29884,145,67.3,2,18991
2018,21000,145,58.9,2,18991
2014,56000,165,44.1,1.8,10891
2014,50000,205,47.9,2,13991
2019,3019,145,44.1,2,34991
2019,16584,145,37.7,3,33992
2017,36852,160,50.4,2,19691
2019,4613,145,45.6,2,34991
2016,9141,30,64.2,2,19991
2018,8155,145,51.4,1,16992
2019,2798,145,44.8,2,29991
2019,11500,145,56.5,2,30991
2019,7961,145,68.9,2,24991
2019,9250,145,68.9,2,24491
2015,40275,200,47.9,3,17591
2019,3500,145,47.9,2,32991
2019,10,145,38.2,2,36991
2019,1200,145,32.1,2,38991
2019,11000,145,47.9,2,39991
2019,1000,145,48.7,2,29491
2019,2010,135,117.7,2,44991
2019,2000,145,50.4,2,36991
2019,4500,145,38.2,2,39999
2019,3300,145,48.7,2,25992
2019,10,145,38.2,2,38691
2019,10,145,39.2,2,32991
2019,5500,145,42.8,2,28491
2019,10,145,39.8,2,27991
2019,100,145,47.9,2,34491
2019,10,145,44.8,1.5,21991
2019,500,145,39.2,2,25491
2019,8702,145,33.6,3,53491
2017,19000,150,47.9,1.4,17991
2014,51390,125,53.3,1.4,9490
2017,25483,150,57.6,1.4,15691
2016,40491,0,72.4,2,13695
2017,40307,0,74.3,1.6,12495
2017,22620,145,49.6,1.4,19995
2017,20696,150,65.7,2,15991
2019,11275,150,40.9,2,20991
2017,28000,150,51.4,1.4,14991
2017,16540,150,34,3,37991
2020,34,145,50.4,2,29491
2019,2621,145,50.4,2,24991
2019,1819,145,42.2,1.5,24991
2017,5697,145,55.4,1.4,13390
2018,11924,150,42.2,1.5,20000
2017,7840,30,60.1,1.4,19499
2017,27937,30,57.6,1.4,13991
2015,42157,0,80.7,1.6,11491
2016,37416,30,62.8,2,14491
2016,23237,160,50.4,2,19491
2015,49969,125,52.3,1.4,12991
2016,21257,30,55.4,1.4,14991
2016,41376,145,52.3,2,16991
2019,1948,145,40.4,2,22991
2019,5500,145,39.2,2,26491
2019,2100,145,50.4,2,27991
2019,16637,145,47.9,2,27999
2015,49610,300,34.9,2.5,24699
2017,22631,30,67.3,2,18999
2014,48708,235,38.7,2,14500
2018,6349,145,47.9,1,16995
2018,8982,145,56.5,1.5,19995
2018,19792,145,54.3,1.5,18495
2015,45500,20,67.3,2,12798
2017,80005,145,70.6,2,13298
2017,24354,20,68.9,1.6,17760
2019,1900,145,40.4,2,22991
2019,6000,145,39.2,2,24991
2019,2500,145,39.2,2,24491
2019,7951,145,64.2,2,24992
2019,3386,145,47.9,1.6,20691
2019,9281,145,47.1,1,20491
2019,14598,145,56.5,2,34991
2015,37081,30,56.5,1.4,11230
2016,67189,145,56.5,2,16600
2016,14997,125,50.4,1.4,16150
2016,35412,30,57.6,1.4,10330
2014,53010,30,55.4,1.4,11498
2019,8649,145,40.9,2,19998
2017,34727,205,47.1,3,23998
2013,59386,125,50.4,1.8,11980
2016,18617,20,60.1,1,13000
2013,52210,150,54.3,2,10260
2016,46516,20,70.6,2,10500
2016,67537,0,74.3,1.6,9800
2016,17248,30,55.4,1.4,11750
2013,55159,160,51.4,2,9430
2015,33000,200,47.1,2,19795
2016,51410,125,57.6,2,16000
2016,27410,145,52.3,2,17200
2016,30864,0,83.1,1.6,11798
2016,28403,0,83.1,1.6,11498
2019,11120,145,51.4,1,15600
2015,52992,125,58.9,2,12000
2014,44247,235,44.8,3,17999
2017,14383,145,52.3,1.4,16999
2018,15350,145,61.4,2,22999
2015,43578,30,58.9,1.4,11799
2016,68829,20,67.3,2,12300
2017,30324,145,40.4,2,27300
2015,35112,200,47.1,2,19751
2014,65203,125,58.9,2,10291
2015,39362,20,68.9,2,12391
2016,58161,30,57.6,1.4,12900
2016,63117,200,47.9,2,18000
2017,17845,145,58.9,2,22800
2019,5121,145,47.9,1,18650
2017,28472,125,50.4,2,16500
2016,30582,30,55.4,1.4,11500
2015,72952,20,68.9,2,9999
2017,20505,145,60.1,1,15200
2017,38837,145,55.4,1.5,15991
2017,25253,30,56.5,1.4,14495
2015,27013,30,57.6,1.4,10291
2014,44998,145,49.6,1.8,11991
2016,42318,160,53.3,2,17581
2014,30287,125,53.3,1.4,10291
2013,30973,125,50.4,1.8,13930
2016,19807,30,57.6,1.4,11271
2014,64460,30,64.2,2,10100
2017,9031,145,47.9,2,21495
2015,92582,150,53.3,2,12995
2016,51757,20,60.1,1.4,12891
2017,7395,150,67.3,1,12291
2016,63345,160,50.4,2,16342
2016,33266,30,60.1,2,16495
2017,25868,145,49.6,1.4,20000
2016,21069,150,51.4,1.4,14500
2017,40047,145,47.9,1.4,16647
2016,36611,30,61.4,2,17397
2016,51235,160,50.4,2,17797
2017,54305,30,54.3,1.4,15995
2016,35500,165,53.3,2,18495
2016,39073,30,64.2,3,15695
2014,42000,30,64.2,2,11495
2013,54143,265,41.5,3,19995
2013,26500,150,49.6,1.8,11500
2018,23102,145,55.4,1.4,14995
2016,37729,30,64.2,2,15995
2016,29760,30,64.2,2,16290
2017,23450,0,74.3,1.6,12560
2017,51483,160,51.4,2,19490
2016,42299,30,61.4,2,13991
2013,62090,30,64.2,2,9991
2013,89831,0,74.3,1.6,6998
2017,46140,145,61.4,1.6,16495
2017,16760,145,70.6,1.4,15995
2014,35025,260,41.5,3,23995
2016,25718,125,58.9,2,19495
2016,32200,30,61.4,2,16295
2016,30000,20,67.3,2,14991
2017,20054,145,54.3,2,21991
2019,6958,145,50.4,1,18991
2016,51545,150,47.1,1.8,14510
2017,12000,145,70.6,1.6,15307
2015,26190,200,47.1,2,20000
2016,50403,145,47.1,1.8,14800
2017,16781,145,47.9,1.4,21200
2014,41605,145,47.9,1.4,14000
2016,44531,125,58.9,3,18900
2018,14872,145,48.7,1,14990
2016,33186,0,67.3,1,9790
2014,73885,145,55.4,3,11497
2014,69416,200,47.9,2,13971
2020,2500,145,28.8,2.9,69691
2018,26485,145,55.4,2,25991
2019,4304,145,47.9,1.6,22991
2019,2259,145,51.4,1.6,21691
2017,25120,145,52.3,1.4,17491
2019,7600,145,44.8,2,27991
2019,4552,145,51.4,1.6,21491
2018,8009,145,56.5,1.5,22691
2018,16650,145,50.4,2,28991
2013,37502,125,53.3,1.4,9313
2015,49313,235,37.7,2,15770
2015,32103,150,47.9,1.4,16700
2019,6137,145,32.8,3,44990
2019,24,145,47.9,2,23998
2017,8597,150,67.3,1,12998
2019,4000,145,54.3,2,23692
2019,7000,145,51.4,1.6,22991
2017,17909,20,70.6,2,16992
2018,3537,145,38.2,3,39991
2018,9519,145,50.4,1.4,20691
2018,12907,145,45.6,2,29991
2017,21180,145,74.3,2,17992
2017,16456,145,72.4,2,17992
2017,59973,145,67.3,1,10700
2018,20622,145,54.3,1.4,19500
2020,5900,150,32.5,2,40000
2017,23932,150,47.9,1.4,18698
2016,37148,0,67.3,1,10498
2016,55905,0,83.1,1.6,10295
2015,31321,150,47.9,2,16490
2018,10094,150,55.4,1,19000
2019,3322,150,38.2,2,35500
2016,49361,205,40.9,2,19000
2014,65710,165,49.6,2,13000
2019,2263,150,30.7,2,37000
2016,28224,145,55.4,3,21000
2017,18698,150,67.3,1,12000
2017,39999,145,58.9,1.4,12230
2015,42838,30,64.2,2,16750
2016,40711,30,55.4,1.4,11290
2019,3743,145,39.8,2,26990
2015,36796,0,67.3,1,9313
2015,58774,160,50.4,2,14500
2019,7841,150,31.7,2,37434
2019,3034,150,41.5,1.5,24000
2014,27260,125,52.3,1.4,9782
2013,37060,125,52.3,1.4,8497
2014,58330,235,44.1,3,17190
2016,14681,0,67.3,1,12691
2015,26549,0,67.3,1,10170
2015,46893,20,68.9,2,10500
2015,23886,30,65.7,2,16499
2020,4000,145,37.2,2,42500
2017,56470,145,34.5,2.5,35500
2020,4000,135,117.7,2,46000
2018,20546,145,55.4,1.4,14750
2020,4000,145,40.4,2,35000
2020,4000,145,31,2,41500
2016,36323,145,51.4,2,17490
2017,19633,30,57.6,1.4,11490
2016,34507,0,76.3,1.6,10998
2015,57179,30,56.5,1.4,10499
2014,69416,200,47.9,2,13042
2017,10160,125,50.4,1.4,19560
2019,6607,145,32.5,2,29000
2017,31000,145,70.6,2,17450
2015,24380,200,47.9,2,20499
2017,59000,0,74.3,1.6,11999
2017,22491,145,43.5,2,23499
2017,15365,145,52.3,1.4,16288
2018,25559,150,56.5,1.5,18999
2018,13950,145,54.3,1.5,18990
2020,4000,145,33.2,3,55500
2016,39818,200,47.1,2,20000
2019,4504,145,47.1,1,20000
2017,12650,145,43.5,2,27000
2020,3220,150,22.1,4,97500
2017,15100,150,58.9,1.4,16000
2018,18794,145,67.3,2,14999
2016,46816,30,62.8,2,14220
2017,28319,145,67.3,1.6,15290
2019,8613,145,37.7,3,41000
2017,38000,30,61.4,2,19500
2019,7500,145,47.9,2,29500
2020,4000,145,44.8,1.5,24500
2020,20,145,40.9,2,32000
2018,30447,145,39.8,3,27500
2020,20,145,54.3,2,29000
2020,20,145,51.4,2,32000
2020,20,145,40.9,1.5,29000
2020,20,145,42.2,2,29000
2017,35903,145,56.5,1.4,14750
2020,5000,145,47.9,1,21000
2019,1838,145,46.3,1.6,23000
2019,8000,145,40.9,1.5,23500
2016,20068,20,64.2,2,19000
2019,17125,145,47.1,1,21000
2016,27515,125,53.3,1.4,14000
2019,5000,145,40.9,2,21750
2019,4500,145,50.4,2,24750
2019,2800,145,35.8,3,47750
2019,650,145,54.3,2,27850
2019,8000,145,47.9,2,28000
2019,6000,145,49.6,1.6,18000
2017,28700,145,58.9,2,22950
2016,27450,30,62.8,2,18500
2017,18850,145,58.9,3,24500
2016,32650,0,67.3,1,11850
2019,8000,145,37.7,2,29850
2019,6000,145,38.2,2,26500
2019,6500,145,54.3,1.6,19000
2019,7000,145,39.2,2,23750
2019,4234,145,54.3,1.6,18000
2019,4500,145,49.6,1.6,18000
2019,7750,145,38.7,2,26000
2017,18633,145,52.3,1.4,15995
2017,30884,145,52.3,3,22000
2015,37841,150,53.3,2,15990
2018,35455,150,38.7,3,27000
2018,9797,150,48.7,1.4,27600
2017,32500,150,67.3,1,12000
2019,3303,145,42.8,2,26000
2017,36107,150,61.4,2,15490
2013,98386,325,31,2.5,15490
2014,66992,30,61.4,2,9990
2019,11271,145,38.2,2,37000
2019,4500,145,48.7,1,18750
2019,5000,145,34.9,2,36000
2020,4500,145,44.1,1,22250
2017,45000,145,47.1,3,25000
2017,27672,125,49.6,2,18400
2015,56000,0,80.7,1.6,9500
2019,10000,145,44.8,2,26950
2019,8693,145,34.9,2,29000
2020,4500,145,42.2,1.5,27500
2019,5744,145,48.7,2,27000
2019,4500,145,51.4,1.6,21000
2019,6500,145,46.3,2,27000
2017,15685,125,51.4,1.4,17300
2017,21408,145,42.8,2,20597
2013,76553,160,49.6,2,11691
2013,50672,200,47.9,2,13987
2014,42944,145,54.3,2,11140
2018,31433,145,64.2,1.6,17297
2017,37750,145,56.5,1.5,16000
2019,3934,145,33.2,2,31500
2015,45600,200,47.1,2,21500
2019,5000,145,54.3,1.6,20000
2019,5200,145,43.5,1,24000
2019,5500,145,40.4,2,23500
2019,8000,145,50.4,2,30000
2019,6200,145,38.2,2,27500
2019,4500,145,50.4,2,30000
2020,5000,145,38.2,2,35000
2020,5000,145,49.6,1,20000
2020,4500,145,38.2,2,30450
2020,4500,145,40.9,2,29850
2020,6500,145,32.1,2,36000
2020,5000,145,51.4,2,29000
2020,4500,145,33.2,3,59750
2020,6500,145,38.2,2,36500
2020,4500,145,47.9,1,21000
2020,4500,145,47.1,2,30850
2017,29323,150,55.4,2,19498
2015,12657,150,47.9,1.4,15698
2019,4950,150,49.6,1.6,19000
2019,4100,150,47.9,1,19500
2017,13133,145,51.4,1.4,18487
2019,5797,145,52.3,1.6,22850
2019,2411,145,49.6,1.6,20000
2019,1853,145,48.7,1,21000
2019,5000,145,51.4,1.6,21000
2019,5850,145,39.2,2,23750
2019,11486,145,54.3,1.6,20000
2019,3059,145,33.2,2,30000
2019,9706,145,33.2,3,50000
2020,4000,145,47.1,2,30850
2018,15401,145,52.3,1.4,19500
2020,5000,145,34.5,3,51000
2020,4500,145,52.3,1.6,24250
2020,4500,145,31.4,2,34000
2020,4500,145,39.2,1.5,34000
2016,11800,20,64.2,1,12750
2016,31950,30,61.4,2,19500
2019,5820,145,47.1,2,28000
2016,20318,150,52.3,2,19498
2015,52625,160,52.3,2,14691
2014,61892,555,26.4,4.2,23491
2015,60820,165,49.6,2,13291
2013,36061,125,50.4,1.8,13350
2014,40490,20,60.1,1.4,13580
2015,31909,30,64.2,2,11130
2016,26808,20,67.3,2,15995
2017,26390,150,70.6,1.4,15700
2017,39585,150,47.9,1.4,15700
2017,21262,145,40.4,2,23497
2019,4500,145,50.4,2,24000
2019,9784,145,33.2,2,33500
2019,5000,145,54.3,1.6,20000
2017,11920,150,54.3,1.4,18500
2018,24350,150,42.2,2,23500
2020,2500,145,40.4,3,45000
2019,4705,145,51.4,1.6,23450
2016,35750,160,51.4,3,22850
2020,2000,150,44.8,1,22500
2019,3500,150,51.4,1,18500
2016,54000,0,74.3,2,13500
2020,3500,145,46.3,2,39000
2020,3500,145,31.7,2,40000
2015,47600,30,55.4,1.4,11750
2016,27427,0,83.1,1.6,11500
2019,2969,145,47.9,1,19850
2019,4647,145,32.1,2,41000
2015,10363,30,55.4,1.4,15000
2019,2387,145,40.9,2,32000
2020,4500,145,44.8,1.5,24000
2017,52610,165,46.3,2,18000
2019,11674,150,37.7,2,25000
2016,50941,30,58.9,1.4,15000
2019,8053,150,44.8,2,33499
2018,15696,145,42.2,1.5,21995
2017,28275,145,50.4,1.4,18989
2013,76859,205,47.1,2,14247
2015,17462,160,44.1,2,17491
2017,28710,145,56.5,2,21592
2016,29706,30,57.6,1.4,15492
2019,5200,145,39.2,2,26000
2019,5000,145,44.1,2,32000
2019,6500,145,30.1,2.9,56000
2019,9000,145,47.9,2,30500
2019,7200,145,47.9,2,30500
2019,9159,145,33.2,3,46000
2017,51023,145,61.4,2,19000
2017,19250,145,56.5,1.5,21450
2019,4700,145,45.6,2,24900
2019,4500,145,33.2,3,50000
2019,4500,145,37.2,2,32000
2019,6000,145,50.4,2,29000
2019,4500,145,37.2,2,30000
2020,3500,145,38.2,2,35500
2018,17741,145,61.4,2,24000
2017,16426,145,64.2,2,19000
2019,1462,145,33.2,2,31000
2018,19135,150,54.3,1.4,18990
2016,44541,30,56.5,1.4,12490
2013,60000,30,55.4,1.2,7667
2016,46113,145,55.4,2,15590
2017,30433,145,54.3,1.4,16730
2017,26450,20,70.6,1.6,12985
2016,45160,30,61.4,2,16388
2016,17117,150,54.3,2,18490
2013,31864,145,49.6,1.8,12990
2016,28863,20,64.2,1,11990
2016,22279,30,61.4,2,15000
2019,6001,145,38.7,2,23499
2017,29585,145,54.3,2,25000
2019,4000,145,38.7,3,40000
2019,4000,145,40.9,2,21000
2017,10890,150,56.5,1.5,17499
2016,51877,20,72.4,2,14000
2018,18139,150,36.7,3,30990
2017,14427,150,56.5,1.4,15490
2017,24911,150,42.8,2,20990
2014,45492,165,51.4,2,12990
2017,56790,150,52.3,2,18290
2017,37225,240,44.1,3,30990
2016,46816,205,45.6,3,23690
2020,2216,145,47.9,1,19290
2015,25493,160,50.4,2,17790
2019,4359,145,51.4,2,28990
2020,7800,145,39.2,3,45990
2016,41445,0,67.3,1,9490
2017,15836,145,40.4,2,24290
2017,16991,145,57.7,2,19990
2019,7080,145,42.2,1.5,19790
2018,28677,150,43.5,2,26990
2016,53792,20,61.4,1.4,11990
2017,40993,150,65.7,2,20990
2016,19280,150,52.3,2,18290
2016,55827,30,67.3,2,15990
2017,54421,30,61.4,2,18390
2017,33139,20,61.4,1.4,13990
2016,58870,20,67.3,2,15490
2016,23048,150,53.3,2,17990
2018,18373,150,49.6,1.4,20990
2018,6800,145,36.7,3,27990
2016,15000,235,39.8,2,18990
2017,16000,145,65.7,2,17990
2016,48891,0,74.3,2,13725
2018,20000,145,39.2,4,54490
2017,42300,30,56.5,1.4,17990
2019,6929,145,34,3,43490
2016,33096,0,67.3,1,11990
2018,3750,145,33.2,3,43490
2019,11200,145,47.1,1,19990
2017,28402,20,70.6,1.6,16490
2019,120,145,47.9,2,28490
2016,36100,125,52.3,2,17990
2016,28500,30,64.2,2,16990
2016,30697,30,67.3,2,16999
2016,56141,20,68.9,2,13999
2017,41000,145,62.8,2,22990
2019,3300,145,31.7,2,32990
2019,7118,145,38.7,2,32990
2019,8175,145,21.6,5.2,112990
2019,6000,145,32.1,2,39990
2015,29000,20,68.9,2,14990
2019,9937,145,38.2,2,26499
2019,2716,145,42.2,1.5,22000
2017,17302,145,37.7,3,29000
2013,57465,0,74.3,1.6,8354
2019,6395,145,41.5,1.5,22195
2015,26143,125,60.1,2,17495
2016,35692,160,52.3,3,24995
2013,68187,125,57.6,2,10500
2014,54853,305,38.2,3,19750
2015,56000,200,47.9,3,24500
2016,61089,200,47.9,3,26750
2017,13343,145,54.3,2,23499
2019,8143,150,38.2,2,35499
2019,13586,150,42.2,1.5,23000
2019,5799,150,34.9,2,28000
2019,7566,150,35.3,2,38000
2018,13746,145,48.7,1.4,25000
2016,25127,125,50.4,2,15000
2016,51600,325,29.4,4,47490
2019,6508,145,39.2,3,36490
2019,7199,145,32.1,2,33490
2019,6000,145,31.4,2,32467
2019,5000,145,39.8,2,31990
2019,5000,145,40.4,3,47990
2019,550,145,44.1,1,24490
2019,2040,145,33.6,3,51990
2019,5092,145,32.1,2,36990
2019,1304,145,42.2,1.5,21990
2019,1476,145,40.4,2,26990
2019,3832,145,34.5,2,32990
2016,22000,200,40.4,2,22490
2016,34000,30,60.1,2,16990
2019,6666,145,40.9,2,23166
2016,68441,0,72.4,2,11790
2019,6000,145,50.4,2,32990
2019,6000,145,48.7,1,18643
2019,6000,145,40.9,1.5,27990
2019,6000,145,44.8,1.5,23290
2019,4054,145,47.1,2,33990
2017,28500,145,65.7,2,22990
2015,27100,20,60.1,1.4,12990
2018,24340,145,47.1,3,45250
2017,9811,145,47.9,1.4,23290
2017,24546,30,56.5,1.4,12995
2016,29050,0,76.3,1.6,11210
2017,34640,145,46.3,1.8,17520
2014,77430,0,74.3,1.6,7690
2016,35940,145,56.5,2,16297
2017,32590,125,51.4,1.4,16840
2016,29760,150,52.3,2,17470
2014,42892,30,65.7,2,11499
2016,21682,125,50.4,1.4,16999
2017,25155,145,47.9,1.4,21499
2019,10000,145,33.6,3,51990
2019,10000,145,33.2,3,44990
2019,6000,145,29.7,2.9,66990
2019,5982,145,52.3,1.6,23990
2015,44500,145,47.9,1.4,17490
2019,2348,145,50.4,1,19990
2019,9476,145,41.5,1.5,23990
2017,32600,20,68.9,1.6,15990
2018,10500,145,56.5,1.5,21490
2019,5454,145,42.2,1.5,22450
2019,12066,145,42.2,1.5,22490
2020,4000,145,40.4,1.5,33499
2020,4000,145,42.2,1.5,30000
2020,3000,145,56.5,2,20499
2019,10134,145,48.7,2,23000
2019,5606,145,39.2,1.5,24499
2020,3000,145,32.5,3,60000
2016,36781,160,50.4,2,17499
2015,30760,160,43.5,2,18990
2018,30200,145,52.3,1.4,20750
2020,5000,145,42.2,1.5,27990
2019,2901,145,33.2,2,28990
2016,35750,125,58.9,2,19390
2017,18500,145,70.6,1.4,17995
2018,34150,145,36.7,3,29990
2018,16150,145,61.4,2,24490
2019,18413,145,40.9,1.5,22990
2018,25800,145,58.9,2,25250
2020,5000,145,35.3,2,43990
2020,5000,145,32.1,2,40990
2020,5000,145,44.8,2,38990
2017,20354,145,34,3,36990
2017,27500,145,55.4,2,26490
2017,47200,145,54.3,1.4,18490
2017,33000,145,51.4,1.4,22990
2019,21400,145,34,3,41490
2019,5000,145,47.1,2,33990
2019,4150,145,33.2,3,45990
2019,5000,145,50.4,2,29990
2019,4100,145,47.1,2,33990
2020,5000,145,43.5,1.5,25490
2020,5000,145,44.8,1.5,22690
2020,5000,145,44.8,1.5,22690
2020,5000,145,32.5,3,62990
2020,5000,145,42.2,1.5,27990
2015,34500,200,44.8,3,20990
2016,44850,30,55.4,1.4,11499
2016,16680,30,55.4,1.4,13990
2019,5004,150,47.1,1,20990
2019,6000,145,47.1,2,32990
2019,6000,145,39.2,2,31490
2019,8000,145,37.7,2,32490
2019,6000,145,32.8,3,49990
2019,6000,145,33.2,3,66990
2019,6000,145,44.8,1.5,20990
2019,6000,145,40.9,2,27990
2017,35290,150,57.6,1.4,11495
2016,41914,0,67.3,1,10790
2014,80909,125,58.9,2,9495
2020,2348,150,29.4,4,84999
2014,50041,205,45.6,3,14490
2017,33666,145,49.6,1.4,18990
2016,33000,160,50.4,2,18990
2015,22364,30,58.9,1.4,14499
2017,12200,150,55.4,1.4,13990
2019,3437,150,30.1,2.5,54990
2017,23156,30,55.4,1.4,12999
2019,3733,145,40.9,2,23165
2020,6000,145,41.5,1.5,29990
2017,16150,145,52.3,1.4,21490
2017,33900,125,57.6,2,19990
2019,5000,145,50.4,3,41990
2019,8000,145,33.2,3,44990
2019,5151,145,29.1,2.9,57990
2019,5000,145,38.7,2,27000
2019,8346,145,44.1,1.5,25000
2019,7500,145,40.4,2,28000
2014,72677,0,74.3,1.6,6795
2016,68958,20,70.6,2,12700
2019,7446,145,38.7,2,24000
2016,26700,20,70.6,1.6,16700
2016,29000,30,62.8,3,20250
2020,3000,145,32.5,3,60000
2020,3500,145,38.2,2,32850
2017,14250,145,70.6,2,19500
2017,48126,20,70.6,1.6,11995
2017,17384,150,57.6,1.4,11795
2015,22889,125,58.9,2,16495
2019,4647,145,47.9,1.6,22000
2013,72120,125,52.3,1.4,7700
2017,15724,150,67.3,2,20900
2018,10080,145,55.4,1.4,15000
2016,31065,200,47.1,2,20000
2018,23520,145,43.5,2,22300
2019,6000,145,42.8,2,26990
2019,6000,145,32.1,2,38990
2019,6000,145,39.2,1.5,25342
2017,15197,145,54.3,1.5,18500
2019,6000,145,40.9,2,29990
2019,6000,145,33.2,2,33490
2019,10000,135,117.7,2,45490
2019,6500,145,49.6,1.6,23000
2019,5589,145,49.6,1.6,20500
2019,4500,145,40.9,2,22000
2019,6000,145,42.2,1.5,25778
2019,5121,145,29.1,2.9,59990
2019,6000,145,33.2,3,53490
2019,6000,145,37.7,2,32990
2019,5000,145,51.4,2,31990
2019,6000,145,31.4,2,34990
2017,44250,145,67.3,2,16500
2019,5000,145,46.3,1.6,26000
2019,10000,145,50.4,2,34000
2019,6200,145,35.8,3,46750
2019,7500,145,46.3,1.6,25000
2020,2000,145,40.9,3,43750
